Id	Desc	Image	Quality	LeftDesc	LeftRewardTypes[1]	LeftRewardTypes[2]	LeftRewardTypes[3]	LeftRewardTypes[4]	LeftRewardTypeIds[1]	LeftRewardTypeIds[2]	LeftRewardTypeIds[3]	LeftRewardTypeIds[4]	LeftRewardMinNums[1]	LeftRewardMinNums[2]	LeftRewardMinNums[3]	LeftRewardMinNums[4]	LeftRewardMaxNums[1]	LeftRewardMaxNums[2]	LeftRewardMaxNums[3]	LeftRewardMaxNums[4]	RightDesc	RightRewardTypes[1]	RightRewardTypes[2]	RightRewardTypes[3]	RightRewardTypes[4]	RightRewardTypeIds[1]	RightRewardTypeIds[2]	RightRewardTypeIds[3]	RightRewardTypeIds[4]	RightRewardMinNums[1]	RightRewardMinNums[2]	RightRewardMinNums[3]	RightRewardMinNums[4]	RightRewardMaxNums[1]	RightRewardMaxNums[2]	RightRewardMaxNums[3]	RightRewardMaxNums[4]	ChooseLine	LineNum	IsOutNormalPool	NeedBuffs[1]	Bg
2103	<color=#CDA05A>[Tale Progress]</color>\nThe moment you touch the dust-covered instruments, a strange sense of déjà vu invades your mind.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi05.png	5	Continue																	Continue																	81	1	1	10001	
2104	<color=#E74354>[Tale Choice]</color>\nIt seems as though many "people" once existed here.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi05.png	5	Look carefully	2	1	1		1	2	4		-10	22	20		-5	31	31		Just an illusion	2	1	1		1	1	2		0	12	28			18	42		81	2	1		
2105	<color=#CDA05A>[Tale Progress]</color>\nEven keeping your distance from those instruments, a strange sense of déjà vu instantly floods your mind.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi05.png	5	Continue																	Continue																	82	1	1	10002	
2110	<color=#E74354>[Tale Choice]</color>\nAmidst those strange feelings of déjà vu, it seems as though many "people" once existed here.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi05.png	5	Look carefully	2	1	1		1	3	4		-10	24	18		-5	27	27		Just an illusion	2	1	1		1	2	3		0	16	23			25	34		82	2	1		
2111	<color=#CDA05A>[Tale Progress]</color>\nAt last, you turn and leave that strange room.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi05.png	5	Continue																	Continue																	83	1	1		
2112	<color=#E74354>[Tale Choice]</color>\nYou realize this might be a hint that there are still secrets here you don't know about.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi05.png	5	Shatter the mirror	2	1	1		1	2	3		20	9	17		40	26	26		Ignore.	2	1	1		1	3	4		0	12	28			18	42		83	2	1		
2120	<color=#CDA05A>[Tale Progress]</color>\nWithin the massive structure, there seem to be countless rooms and corridors.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi12.png	5	Continue																	Continue																	84	1	1		
2121	<color=#E74354>[Tale Choice]</color>\nNo matter which direction you move, you hear a piercing, agonized shriek.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi12.png	5	Search for the source of the sound	2	1	1		1	3	4		-10	22	20		-5	31	31		Respond	2	1	1		1	1	3		-15	20	27		-10	30	40		84	2	1		
2115	<color=#CDA05A>[Tale Progress]</color>\nThe voice sounds somewhat familiar, yet somehow utterly strange.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi12.png	5	Continue																	Continue																	84	3	1		
2116	<color=#E74354>[Tale Choice]</color>\nAt the same time, you hear a jumble of footsteps drawing closer, yet there is no one beside you.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi12.png	5	Look to your side	2	1	1		1	1	2		-10	12	30		-5	45	45		Just an illusion	2	1	1		1	1	2		0	23	16			34	25		84	4	1		
2117	<color=#CDA05A>[Tale Progress]</color>\nOn the dust-covered floor, a trail of strange footprints quietly appears.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi12.png	5	Continue																	Continue																	84	5	1		
2118	<color=#E74354>[Tale Choice]</color>\nThe footprints suddenly turn, as if leading you somewhere unknown.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi12.png	5	Follow the footprints	2	1	1		1	1	2		-15	16	31		-10	46	46		Press on alone	2	1	1		1	2	4		-10	16	27		-5	24	40		84	6	1		
2200	<color=#CDA05A>[Tale Progress]</color>\nIn this labyrinthine building, you have long since lost track of how long you've been walking.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi12.png	5	Continue																	Continue																	85	1	1		
2201	<color=#E74354>[Tale Choice]</color>\nYou pull out your pocket watch, only to find that its hands have stopped at some unknown moment.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi12.png	5	Wind the pocket watch	2	1	1		1	2	4		0	19	20			31	31		Stop keeping track of the time	2	1	1		1	2	3		-10	22	20		-5	33	31		85	2	1		
2202	<color=#CDA05A>[Tale Progress]</color>\nA strange sensation creeps into your thoughts. The enemy you were just fighting has vanished without a trace.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi12.png	5	Continue																	Continue																	85	3	1		
2203	<color=#CDA05A>[Tale Progress]</color>\nYet every detail of that battle remains etched into your mind.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi12.png	5	Continue																	Continue																	85	4	1		
2204	<color=#E74354>[Tale Choice]</color>\nCandlelight flickers and wavers, casting monstrous shadows throughout the building.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgRen08.png	5	Observing cautiously	4	2	1	1	10001	1	1	2	1	-10	13	29		-5	44	44	Grip your gun	4	2	1	1	10002	1	3	4	1	0	24	16			36	24	85	5	1		
2205	<color=#CDA05A>[Tale Progress]</color>\nA strange dark shadow closes in on you, instantly enveloping your body.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgRen08.png	5	Continue																	Continue																	86	1	1	10001	
2206	<color=#E74354>[Tale Choice]</color>\nA coldness unlike anything you've ever felt grips your senses.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgRen08.png	5	Try to break free	2	1	1		1	1	3		-15	14	33		-10	50	50		Just an illusion	2	1	1		1	2	4		0	14	25			21	38		86	2	1		
2207	<color=#CDA05A>[Tale Progress]</color>\nAt some point, a strange dark shadow slowly crept toward you, enveloping your body.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgRen08.png	5	Continue																	Continue																	87	1	1	10002	
2208	<color=#E74354>[Tale Choice]</color>\nAn unfamiliar coldness seizes your senses in an instant.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgRen08.png	5	Try to break free	2	1	1		1	3	4		-15	20	27		-10	40	40		Just an illusion	2	1	1		1	1	2		0	12	27			19	40		87	2	1		
2209	<color=#CDA05A>[Tale Progress]</color>\nWithin the shadows, you find it growing harder and harder to breathe.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgRen08.png	5	Continue																	Continue																	88	1	1		
2210	<color=#CDA05A>[Tale Progress]</color>\nYou realize that the unseen "enemy" is slowly drawing closer.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgRen08.png	5	Continue																	Continue																	88	2	1		
2211	<color=#E74354>[Tale Choice]</color>\nIn the shadow of the "enemy," you catch a glimpse of an eerie light.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgRen08.png	5	Attack the light that seems to be its "weakness"	7				3009				1								Struggle desperately	2	1	1		1	2	3		-10	20	23		-5	30	34		88	3	1		
2212	<color=#CDA05A>[Tale Progress]</color>\nAt last, the dark shadow begins to slowly dissipate.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgRen08.png	5	Continue																	Continue																	89	1	1		
2213	<color=#E74354>[Tale Choice]</color>\nOnly a pool of foul-smelling black liquid remains on the ground before you.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgRen08.png	5	Observing cautiously	2	1	1		1	2	4		-10	19	24		-5	36	36		Reach out and touch it	2	1	1		1	1	4		-15	24	24		-10	36	36		89	2	1		
2220	<color=#CDA05A>[Tale Progress]</color>\nAs the setting sun sinks behind the treetops, a thin mist slowly drifts in around you.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi18.png	5	Continue																	Continue																	90	1	1		
2221	<color=#E74354>[Tale Choice]</color>\nThe moment the last ray of sunlight fades, the mist thickens until it feels almost solid.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi18.png	5	Pick up the pace	2	1	1		1	2	3		-10	17	26		-5	39	39		Stop and observe cautiously	2	1	1		1	2	4		0	20	20			30	30		90	2	1		
2222	<color=#CDA05A>[Tale Progress]</color>\nThe ground beneath your feet suddenly grows warm and soft, as though it were alive.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi18.png	5	Continue																	Continue																	90	3	1		
2223	<color=#E74354>[Tale Choice]</color>\nWith every step you take, it feels as though you are walking upon the body of some enormous "living thing."	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi18.png	5	Attempt to "communicate" with the earth	2	1	1		1	2	3		-15	24	22		-10	33	33		Press your ear to the ground and listen	2	1	1		1	1	3		-10	15	28		-5	22	42		90	4	1		
2224	<color=#CDA05A>[Tale Progress]</color>\nA deep, ancient voice rises from beneath the earth, as if the forest itself is trying to "speak" to you.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi18.png	5	Continue																	Continue																	90	5	1		
2225	<color=#E74354>[Tale Choice]</color>\nYet the meaning behind that voice is utterly beyond your comprehension.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi18.png	5	Keep listening	2	1	1		1	1	4		-10	24	19		-5	28	28		Do nothing	2	1	1		1	2	4		0	17	22			26	33		90	6	1		
3011	A portrait remains after a fire, untouched by the flames, and the figure in the painting appears to gaze at you at every angle.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi04.png	6	Stare into the portrait's eyes	2	1	1		1	1	3		-10	33	13		-5	37	17		Look away	2	1	1		1	1	4		0	13	33			17	37		106	1			
3012	That night, the portrait that should be in pieces reappears on your desk, miraculously restored to its original condition.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi10.png	6	Try to take apart the frame	7				1000				1								Examine the portrait closely	2	1	1		1	3	4		-13	33	13		-10	37	17		106	2			
3021	The sewer grate keeps rattling, as if something unseen is trying to break free.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi03.png	6	Look closely through the grate	2	1	1		1	1	2		-10	33	13		-5	37	17		Aim your gun at the sewer depths	2	1	1		1	1	3		0	33	13			37	17		107	1			
3022	The grate suddenly bursts apart with a crash, and reeking sewage gushes out.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi16.png	6	Try to collect a sewage sample	2	1	1		1	1	2		-13	33	13		-10	37	17		Cover your nose with a handkerchief	2	1	1		1	1	3		0	13	33			17	37		107	2			
3023	In the thickening fog, a shadowy figure slowly takes form.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi15.png	1	Raise your gun and stay alert	7				1000				1								Examine the shadow closely	2	1	1		1	2	3		-13	33	13		-10	37	17						
3031	In the clockmaker's shop, all the clock hands have stopped at exactly twelve o'clock.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi06.png	6	Check the strange clocks	2	1	1		1	1	4		-10	13	33		-5	17	37		Ignore it	2	1	1		1	1	2		0	33	13			37	17		108	1			
3032	The silent clockmaker suddenly turns around, with a clock gear embedded in his hollow eye socket.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgRen05.png	6	Confront him head-on	7				1000				1								Break free from him	2	1	1		1	2	3		-13	33	13		-10	37	17		108	2			
3041	A barnacle-encrusted wooden crate washes up on the dock late at night.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi09.png	6	Try to pry it open	2	1	1		1	1	4		-10	13	33		-5	17	37		Resist the urge to open it	2	1	1		1	1	3		20	33	13		40	37	17		109	1			
3042	Inside the strange wooden crate lies only a bizarre "egg" that is constantly pulsating.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgRen07.png	6	Close the crate	2	1	1		1	1	4		0	13	33			17	37		Set the crate on fire	2	1	1		1	3	4		20	13	33		40	17	37		109	2			
3043	The "egg" in the wooden crate suddenly cracks open, and a many-legged monster crawls out.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgRen08.png	6	Dodge	2	1	1		1	1	3		-13	13	33		-10	17	37		Open fire on the "monster"	7				1000				1								109	3			
3051	The only thing left behind by the nameless dead is a diary. Every single page is covered in eerie spiral patterns.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi10.png	1	Close the diary	2	1	1		1	2	3		0	33	13			37	17		Examine the spirals closely	2	1	1		1	1	2		-10	13	33		-5	17	37						
3052	In a hidden basement, a group of cultists hold hands, chanting incomprehensible hymns.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi02.png	1	Try to join them	2	1	1		1	2	3		-13	33	13		-10	37	17		Tell them to stop	7				1000				1												
3061	You board a train at midnight, only to find every passenger's face is blurred and indistinct.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi01.png	6	Try to talk to the passengers	2	1	1		1	2	3		-10	33	13		-5	37	17		Leave them alone	2	1	1		1	1	2		0	13	33			17	37		110	1			
3062	The train suddenly enters a tunnel you've never seen before, with murky, bloody water surrounding it on all sides.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi15.png	6	Grip the handrail	2	1	1		1	1	3		-10	13	33		-5	17	37		Close the window	2	1	1		1	2	3		0	13	33			17	37		110	2			
3063	A grotesque figure shatters the train window with its tentacles, trying to drag you deep into the Mist outside.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi15.png	6	Dodge	2	1	1		1	1	3		-13	13	33		-10	17	37		Open fire	7				1000				1								110	3			
3071	A blind fortune teller offers to read your fortune, inviting you to draw a card.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgRen09.png	6	Pay with coins	2	1	1		1	2	4		20	13	33		40	17	37		Draw a card	2	1	1		1	1	4		0	33	13			37	17		111	1			
3072	The fortune teller shows you a card depicting the Abyss, with countless ghastly pale hands reaching out from within.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgRen09.png	6	Ask about the Abyss	2	1	1		1	1	2		-13	33	13		-10	37	17		Put down the card	2	1	1		1	2	4		-10	33	13		-5	37	17		111	2			
3081	The owner of the puppet shop quietly pushes a cart filled with porcelain dolls in the dead of night, vanishing around the street corner into darkness.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgRen10.png	1	Watch from afar	2	1	1		1	2	4		0	33	13			37	17		Approach and ask if she is all right.	2	1	1		1	3	4		-10	33	13		-5	37	17						
3082	You enter an empty basement and see many ghastly pale teeth scattered across the floor.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgRen10.png	6	Pick up the teeth and examine	2	1	1		1	3	4		-10	13	33		-5	17	37		Close the basement door	2	1	1		1	2	3		0	13	33			17	37		112	1			
3083	A strange creature springs out from the corner of the basement, opening its gaping maw and spraying foul slime at you.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgRen03.png	6	Open fire	7				1				1								Evade	2	1	1		1	2	3		-13	33	13		-10	37	17		112	2			
3092	A bag full of coins lies unclaimed. Numerous rats approach, ready to make their move.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi13.png	1	Pick up the bag	2	1	1		1	1	4		-13	13	33		-10	17	37		Drive away the rats	2	1	1		1	1	3		20	13	33		40	17	37						
3101	An unknown opera is being performed in the opera house, but the audience seats are completely empty.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi17.png	6	Sit down and listen carefully	2	1	1		1	1	2		-10	33	13		-5	37	17		Cover your ears	2	1	1		1	1	3		20	13	33		40	17	37		113	1			
3102	At the climax of the performance, the singer on stage suddenly lets out a piercing shriek.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgRen06.png	6	Discern the message in the singer's voice	2	1	1		1	1	2		-13	13	33		-10	17	37		Endure silently	2	1	1		1	1	3		-10	13	33		-5	17	37		113	2			
3103	The dancer on the stage tears apart the lavish costume, transforming into a hideous monster that lunges toward the seats below.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgRen06.png	6	Dodge desperately	2	1	1		1	1	3		-10	13	33		-5	17	37		Open fire	7				1				1								113	3			
5001	A strange creature springs out from the corner of the basement, opening its gaping maw and spraying foul slime at you.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgRen03.png	1	Open fire	7				2000				1								Evade	2	1	1		1	1	3		-10	30	14		-5	37	17						
5002	The dancer on the stage tears apart the lavish costume, transforming into a hideous monster that lunges toward the seats below.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgRen06.png	1	Dodge desperately	2	1	1		1	2	4		-13	26	18		-10	31	23		Open fire	7				2000				1												
5003	The guard of the graveyard sits at the gate, smiling to every passerby eerily.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi18.png	2	Smile back	5				2001				1				1				Ask a question	5				2003				1				1								
5004	At the abandoned dock, the surfaces of shipping containers are gradually being covered by slimy, fishy-smelling seaweed.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi01.png	2	Pry open the containers	5				2001				1				1				Pull off the seaweed	5				2003				1				1								
5005	On his deathbed, the trembling asylum director presses a badge engraved with an eyeball into your palm.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgRen04.png	2	Inspect the badge	5				2002				1				1				Take the badge	5				2004				1				1								
5006	Your pocketwatch makes a strange noise. After taking it apart, you discover jet-black hair tangled between the gears.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi05.png	2	Close the pocketwatch	5				2001				1				1				Clean up the hair	5				2003				1				1								
5007	In an old bookshop, you discover an untitled manuscript locked with chains.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi11.png	2	Buy the manuscript	5				2001				1				1				Try to pry open the chains	5				2003				1				1								
5008	A ragged wanderer approaches you, trying to trade the strange medicine bottle in his hand for a little food.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi03.png	2	Agree to the trade	5				2002				1				1				Ask him what's in the medicine bottle	5				2004				1				1								
5025	The silent clockmaker suddenly turns around, with a clock gear embedded in his hollow eye socket.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgRen05.png	1	Confront him head-on	7				2010				1								Break free from him	2	1	1		1	1	3		-10	30	14		-5	37	17						
5026	A grotesque figure shatters the train window with its tentacles, trying to drag you deep into the Mist outside.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi15.png	1	Dodge	2	1	1		1	2	4		-13	26	18		-10	31	23		Open fire	7				2010				1												
5027	In the attic of a long-abandoned theater, numerous cracked mirrors are embedded in the walls.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi11.png	2	Check the mirrors	5				2001				1				1				Smash a mirror to see what's behind	5				2003				1				1								
5028	Walking through the streets at night, you suddenly discover countless strange eyes lighting up in the display windows on both sides of the street.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi06.png	2	Break the windows	5				2001				1				1				Investigate	5				2003				1				1								
5029	In a dead-end alley with no exit, a shadowy figure blocks your way.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi13.png	2	Face it head-on	5				2002				1				1				Try to go around it	5				2004				1				1								
5030	A strange gray stone sculpture failed to sell at the auction.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi06.png	2	Inspect the stone sculpture	5				2001				1				1				Offer to buy the stone sculpture	5				2003				1				1								
5031	In the cracks of the archive room's floor lies a twisted, rusty key.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi10.png	2	Take out the key	5				2001				1				1				Try to restore the key	5				2003				1				1								
5032	Along the fog-shrouded riverbank, strange phosphorescent light flickers in the river.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi01.png	2	Try to fish it out	5				2002				1				1				Raise a lantern to look	5				2004				1				1								
5049	In the thickening fog, a shadowy figure slowly takes form.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi15.png	1	Raise your gun and stay alert	7				2020				1								Examine the shadow closely	2	1	1		1	1	3		-13	30	14		-10	37	17						
5050	In a hidden basement, a group of cultists hold hands, chanting incomprehensible hymns.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi02.png	1	Try to join them	2	1	1		1	2	4		-13	26	18		-10	31	23		Tell them to stop	7				2020				1												
5051	A piece of evidence never seen before suddenly appears in an evidence bag in the police station. It is a strange piece of sealing wax.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi10.png	2	Look Closely	5				2001				1				1				Try to break the wax	5				2003				1				1								
5052	Deep inside a fireplace in an abandoned manor, an old photo lies among the ashes, partially burned but not destroyed.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi04.png	2	Pick up the photo	5				2001				1				1				Remove the ashes	5				2003				1				1								
5053	In a jewelry store, a brooch in the shape of a spider draws no interest.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi10.png	2	Check the brooch	5				2002				1				1				Offer to buy the brooch	5				2004				1				1								
5054	Upon seeing you approach, a black market merchant selling strange potions wraps a cloak tight and hurries away, leaving behind a single potion.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi13.png	2	Pick up the potion	5				2001				1				1				Try to call out and stop the merchant	5				2003				1				1								
5055	A child from the orphanage hands you a puppet, but its eyes are destroyed.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi02.png	2	Approach the Doll	5				2001				1				1				Examine the puppet's eyes	5				2003				1				1								
5056	In the museum, a clay tablet covered in strange writing rests in a neglected display case.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi10.png	2	Examine carefully	5				2002				1				1				Borrow the research	5				2004				1				1								
5100	The morgue's metal door suddenly swings open, and a body wrapped in white cloth slowly approaches you.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi05.png	1	Raise your gun	7				2100				1								Call for a priest to pray	2	1	1		1	1	2		20	13	33		40	17	37						
5101	In the psychiatric hospital, a patient in a straitjacket crawls through the hallway on his back, his limbs twisted at impossible angles.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi07.png	1	Prepare to attack	7				2100				1								Dodge	2	1	1		1	1	3		-10	13	33		-5	17	37						
5102	A skeletal stray dog suddenly bursts out from the Mist, its deep growling seemingly mimicking human speech.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi15.png	1	Drive it away	7				2110				1								Back away cautiously	2	1	1		1	1	3		0	33	13			37	17						
5103	In your shadow on the ground, a hand that doesn't exist appears along the edge of your neck, slowly closing in on you.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi13.png	1	Raise your gun and stay alert	7				2110				1								Raise a lantern to dispel the shadow	2	1	1		1	1	3		20	13	33		40	17	37						
5104	The printing press at the newspaper suddenly malfunctions. Every newspaper it prints bears only a single line of unintelligible text, and it resembles an evil incantation.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi10.png	1	Turn off the machine	7				2120				1								Forcibly cut off the power	2	1	1		1	1	4		20	33	13		40	37	17						
